id,Кличка,Ссылка на профиль,Приют,Город,Порода,Вид,Дата рождения,Пол,В избранном,Уже дома,Забрать домой,Погулять
222,Король Артур,https://teddyfood.com/ru/animals/King_Arthur/,"Самарский приют для животных ""НадеждА""",Самара,Без породы,Кошки,2014-04-20,мальчик,5,1,0,0
223,Нюкта ,https://teddyfood.com/ru/animals/Nyukta/,"Самарский приют для животных ""НадеждА""",Самара,Без породы,Кошки,2016-01-20,девочка,1,1,0,0
224,Котята,https://teddyfood.com/ru/animals/Kittens/,Реабилитационный центр ЗОО Дом,Королёв,Без породы,Кошки,2017-03-04,девочка,13,1,0,0
225,Вивьен,https://teddyfood.com/ru/animals/Vivien_smr/,"Самарский приют для животных ""НадеждА""",Самара,Без породы,Кошки,2016-03-02,девочка,12,1,0,1
226,Кира,https://teddyfood.com/ru/animals/kira_perm/,Матроскин,Пермь,Без породы,Кошки,2014-05-05,девочка,0,1,0,0
227,Пуговка,https://teddyfood.com/ru/animals/Button/,Матроскин,Пермь,Без породы,Кошки,2014-05-05,девочка,0,1,0,0
228,Пенелопа,https://teddyfood.com/ru/animals/Penelope_Perm/,Матроскин,Пермь,Без породы,Кошки,2014-05-05,девочка,5,1,0,0
229,Шоколадка ,https://teddyfood.com/ru/animals/Chocolate_perm/,Матроскин,Пермь,Без породы,Кошки,2016-04-07,девочка,10,1,0,1
230,Бэтмен,https://teddyfood.com/ru/animals/Batman_perm/,Матроскин,Пермь,Без породы,Кошки,2017-05-01,мальчик,4,1,0,0
231,Конфуций,https://teddyfood.com/ru/animals/Confucius_perm/,Матроскин,Пермь,Без породы,Кошки,2016-05-05,мальчик,0,1,0,0
233,Принцесса,https://teddyfood.com/ru/animals/Princess/,Матроскин,Пермь,Без породы,Кошки,2015-05-05,девочка,1,1,0,0
234,Снежок,https://teddyfood.com/ru/animals/Snowball/,Матроскин,Пермь,Без породы,Кошки,2014-05-08,мальчик,2,1,0,0
235,Ирбис,https://teddyfood.com/ru/animals/Irbis_smr/,"Самарский приют для животных ""НадеждА""",Самара,Без породы,Кошки,2013-05-10,мальчик,2,1,0,0
236,Дэсси,https://teddyfood.com/ru/animals/Dassy/,"Самарский приют для животных ""НадеждА""",Самара,Без породы,Кошки,2011-05-10,девочка,4,0,0,1
237,Астра,https://teddyfood.com/ru/animals/Astra_smr/,"Самарский приют для животных ""НадеждА""",Самара,Ориетал,Кошки,2012-05-05,девочка,4,0,1,1
238,Вареник ,https://teddyfood.com/ru/animals/Varenik/,Матроскин,Пермь,Без породы,Кошки,2014-03-02,мальчик,1,1,0,0
